should_ban	comment_text
1	"""

 You currently appear to be engaged in an edit war  according to the reverts you have made on Srebrenica massacre. Users who edit disruptively or refuse to collaborate with others may be blocked if they continue. In particular the three-revert rule states that making more than three reversions on a single page within a 24-hour period is almost always grounds for an immediate block. If you find yourself in an editing dispute, use the talk page to discuss controversial changes. Work towards wording and content that gains consensus among editors. If unsuccessful, then do not edit war even if you believe you are right. Post a request for help at an appropriate noticeboard or seek dispute resolution. In some cases it may be appropriate to request temporary page protection. If edit warring continues, you may be blocked from editing without further notice. 

 Please do not attack other editors, as you did at Srebrenica massacre. Comment on content, not on contributors. Personal attacks damage the community and deter users. Please stay cool and keep this in mind while editing. Thank you.   (TALK) 

You first piss off a user and then pretend to advise that user on how detrimental being pissed off is. Wow, I'm so pissed I'm so I'm soooo... fuck off, pig! Now that was quite polite of me you got to admit it. Or was it not good enough for sophisticated ears of an average warmongering Anglo-Serb Freemason who thinks everyone is buying his bullshit? LOL    """
1	Cuz this admin is a maggot and slave to is POV.68.251.36.124
1	"Your  A little insignificant Mother's  Lover

you motha fucka..what ya thnk of yr self..u dumb ass..u thnk u r v smart..u son of bitch.....

fuck your mother by"
1	"""

you, sir, are a moron.  it does not, will not, and has not.  enjoy the ban.  —Preceding unsigned comment added by 71.100.31.227   """
0	People died so this starlet's philanthropy would exhaust itself when it came to the actual victims of torture, death, and murder... How utterly revolting...enjoy wikipedia...propaganda and whitewash in a whole new dimension...
0	I don't think it will be that quick for all the races to mix into one, actually I think it will take at least twice that time. But this is funny too, because South Park had an episode about humans as a race in the future and this makes me remember this episode.
0	"Please answer me. 

Why are you reverting my edits?"
1	Why not admit it? The only reason you disagree with anything is because you are an obsessed troll, whose sole agenda is causing discord.
1	The hell I care. 202.124.135.206
0	"""

 Swedish Wikipedia 

Perhaps you might want to edit also the article sv:Sjömarken at the Swedish wikipedia. To add the pictures, it would be best to upload them again in Commons so that they can be used by other wikipedia projects.  (T) """
1	HEY BITCH STOP TAKING DOWN OUR FUCKING EVENT PAGES BITCH NIGGER?! HOW DOES THE EVENT PAGES THAT HAS OVER 20 FIGHTERS CONSTITUTE A FUCKING REMOVAL YOU GOT DAMN YANK AUSTRALIAN PIECE OF SHIT BITCH
1	. All while real people are spilling real blood and dying real deaths in a real war
0	Weird, I listened to the conversation with Richard Dansky and he said nothing about the characters in Double Agent.
1	your right bro, your so right.....not! i hate you. block me you fagplease
1	"Not really sure what the issue is here 

What is The Name of the Rose? It is a book. Is it a fictional library? No, it is not. Is it a fictional librarian? No, it is not, for a real book cannot be a fictional anything. So stop bloody adding real things to categories for fictional things. Not that difficult, really."
1	"Insult to Injury 

legobatman3609, I hope you've made a bastard of yourself. Telling icekid1994 on Fanpop that you disapprove of his opinions. I hope you lose your voice when a fly gets caught in your throat. This will teach you to disapprove of my opinions on Fanpop. 71.246.51.122"
0	"""
No, it's a serious breach of policy, he hasn't apologised, and he is still refusing to acknowledge his conflict of interest. """"Everyone makes mistakes at times"""" is fine if there's an acknowledgement (and, BTW, a reversion to the original name). WP:TITLE explicitly says that such a move should not be made.  (talk) """
1	"YOU'RE BLOCKED FOR 700 DAYS. 
 SHUSHING COW"
0	No. Controversy shouldn't be a criterion for censorship. As a recent tourist, I'd say if a building is sufficiently noteworthy (architecturally or historically), then it should feature. Russification in the 20th century is of historic interest and the ANC, among other buildings, is relevant to this. It's also visually interesting. Of course, then we should note its significance and the divided views. A personal view: some of the photos add little. There are two virtually identical rooftop views (pretty, but one's enough!) and an indistinct harbour view. We need some shots of, for example, city transport and suburban buildings, old and new. Tallinn is not all old town and Hansa heritage; shots of Toompea, Kadriorg and some of the Soviet era buildings would also be informative. Come on, you Tallinners!! Sadly my own photos aren't good enough.
1	"""

Presumptive arsehole """"Fred"""", aren't you. The image did NOT come from """"Bing maps"""". The same as your BS you spouted about TRF a few months back."""
1	BIG YAWN. Stop making ridiculous changes to the article you fool. 24/7 is purely boxing. Nothing else.
0	a region of the celestial sphere close to the ecliptic.
1	You guys suck stop faking it.
0	"Why did Vladimir Putin kill them all? 

In film Die Hard 2 they showed how easy it is to fool an airplane to land, but why kill them all? Who profited from this except NAZI Russia?"
1	"""

I've got information from fellow wikipedians that the statement is an old american folk saying (Teaching grandmother to suck eggs), which I've had never heard about; I'm sorry if I offended you in any regards. →Toth """
0	"""

religious discrimination
we are struggling to justify the existence of this article, since no government discriminates against """"Neopaganism"""". At best, they discriminate against fringe religious groups in general. All flavours of neopaganism fall under this heading. Saying that religious discrimination may take place in states where there is no complete separation of church and state isn't biased in any direction, it is strictly a tautology intended to elucidate the nature of 'religious discrimination'.  (𒁳) """
